News_ID,CompanyName_News,Date_News,Headline_News,Description_News
458,AIB,"Sat, Dec 30, 2017, 01:00",Light trading volumes on last business day of 2017," Euro set to go out on a high against the dollar
"
459,AIB,"Wed, Dec 27, 2017, 17:17",Slow iPhone sales pushes European tech stocks down," Iseq overall index ended up by 0.05% while Stoxx 600 closed up by 0.1%
"
460,AIB,"Wed, Dec 27, 2017, 04:13",A month-by-month look back at 2017 in Ireland," News review of the year: Border issues, the Garda whistleblower scandal, property prices, the Paradise Papers, Storm Ophelia and the Rescue 116 tragedy were some of the big stories of 2017
"
461,AIB,"Tue, Dec 26, 2017, 12:16",If you were a market bear in 2017 you got burnt," US equity markets reached new highs seemingly on a daily basis for much of 2017
"
462,AIB,"Fri, Dec 22, 2017, 17:15",European stocks struggle while Nike weighs on US market," Volumes thin on Iseq and FTSE in a half-day of trading in Dublin and London
"
463,AIB,"Thu, Dec 21, 2017, 17:55",Tracker impact wanes with AIB reversing losses and closing up," In US, lower corporate tax rates and growth expectations boost market sentiment
"
464,AIB,"Wed, Dec 20, 2017, 16:56",Tracker mortgage scandal: Where each of the five banks stand," With the number of cases now reaching 33,700, Joe Brennan assesses how each of the banks have handled the scandal so far
"
465,AIB,"Mon, Dec 18, 2017, 20:13",Ryanair shares down 2% after decision to recognise pilots’ unions," US stocks kick off penultimate week of year positively as Republicans reach deal on tax cuts
"
466,AIB,"Sat, Dec 16, 2017, 06:00",We need to talk about the real cost of AIB bailout," As AIB urges Government to sell its shares, State must look to recouping €28bn-plus
"
467,AIB,"Sat, Dec 16, 2017, 05:00",AIB and KBC in focus as thousands more tracker cases identified," Banks have until close of business on Monday to submit updated figures to Central Bank
"
468,AIB,"Fri, Dec 15, 2017, 20:08",Ryanair and H&M lead European equities lower," Shares in Dublin underperform European counterparts
"
469,AIB,"Fri, Dec 15, 2017, 00:00",What next for commercial property?,"With the economy in good health and the jobs market heading towards full employment, there is a lot happening in the commercial property scene. Here are some trends in key sectors to watch out for in 2018 and beyond"
470,AIB,"Thu, Dec 14, 2017, 20:04",European shares flag as ECB provides no momentum," Ryanair falls in Dublin as more negative industrial relations news filters out
"
471,AIB,"Thu, Dec 14, 2017, 08:41","Good time to sell State stake, says AIB chief"," Paradise Papers show bank declined to give the Revenue Commissioners access to data
"
472,AIB,"Sat, Dec 9, 2017, 05:00",Dramatic week in Anglo-Irish relations ends with a deal," Business Week: State’s corporate tax affairs in the dock (again)
"
473,AIB,"Wed, Dec 6, 2017, 06:00",Commercial property market finally finishes firefighting," Irish investors muscled past foreign investors in the 3rd quarter
"
474,AIB,"Tue, Dec 5, 2017, 18:57",Sterling recovers as concerns about Brexit soften," AIB shares ended the day up almost 1% after earlier surging following trading update
"
475,AIB,"Tue, Dec 5, 2017, 07:25",AIB shares surge as it allays fears over any further tracker provisions," AIB’s level of bad loans fell by €500 million to €7.3 billion during the quarter
"
476,AIB,"Sun, Dec 3, 2017, 13:48",Seen and Heard: Revenue chasing banks on offshore clients," Dublin link to Uber case revealed as BoI reported to offer worst deal for tracker clients
"
477,AIB,"Fri, Dec 1, 2017, 15:53",Merrion downgrades FBD and AIB," Broker suggests both shares had hit their target price in recent weeks
"
478,AIB,"Fri, Dec 1, 2017, 06:30",Euronext eyes Brexit dividend via Irish Stock Exchange deal," UK vote to leave EU persuaded Dublin bourse operator to seek strategic partner
"
479,AIB,"Thu, Nov 30, 2017, 18:12",Dublin traders eye surge in AIB trading volumes," European stocks finish lower, sterling climbs and oil wobbles
"
480,AIB,"Wed, Nov 29, 2017, 19:04",Banks lead European markets higher," Bank of Ireland enjoys bounce after new CEO buys shares and on foot of euro-wide rally
"
481,AIB,"Tue, Nov 28, 2017, 18:45",David Duffy awarded CYBG shares worth £1m," Three Irish executives at CYBG awarded 600,000 shares worth a combined £1.9m
"
482,AIB,"Tue, Nov 28, 2017, 18:20",Royal Dutch Shell helps European shares edge upwards," Volumes light on Iseq though Permanent TSB advanced 2.32% on thin trading
"
483,AIB,"Mon, Nov 27, 2017, 19:37",European markets dip on slump in metals," Irish-Swiss food group Aryzta rose by more than 4% in Dublin following trading update
"
484,AIB,"Fri, Nov 24, 2017, 05:54",NY-listed Irish equities fund eyes more Dublin IPOs," New Ireland Fund seeking to raise additional funds by offering one share for every three held
"
485,AIB,"Thu, Nov 23, 2017, 19:42",European equities flat as China suffers biggest slump in 2 years," Iseq down 0.51% with Bank of Ireland and AIB both falling
"
486,AIB,"Wed, Nov 22, 2017, 05:58",Lloyds plots €5bn loan sale to finally quit Ireland," London-based bank racked up €12.3bn losses on Irish loans between 2008 and 2011
"
487,AIB,"Tue, Nov 21, 2017, 09:56",Swedish hotel group on track to buy Jurys Inn for €900m," Hotel chain is set to change hands for the second time in three years
"
488,AIB,"Mon, Nov 20, 2017, 18:58",German political problems fail to scare European stock markets," Market report: Roche shares jump almost 6% on positive news from experimental drug tests
"
489,AIB,"Tue, Nov 14, 2017, 17:59",Strong economic growth in Germany boosts the euro," AIB finishes the day down 0.5% after Central Bank initiates enforcement investigation
"
490,AIB,"Tue, Nov 14, 2017, 06:05",What are the world’s best-performing stock markets?," Due to heavy role of the banks on the Iseq, and 2007 crash, Ireland isn’t one of them...
"
491,AIB,"Sat, Nov 11, 2017, 03:53",Business leader and public servant for more than 50 years," Liam St John Devlin – Born; January 31st, 1924. Died; October 22nd, 2017
"
492,AIB,"Thu, Nov 9, 2017, 21:11",Stocks stumble on sour Brexit mood and faltering US tax plan," In Dublin, Bank of Ireland drops after adding more customers to tracker compensation list
"
493,AIB,"Fri, Nov 3, 2017, 18:02",FTSE hits record high after Bank of England interest rate rise," Ireland’s benchmark index closes up 0.17 per cent with Total Produce top performer
"
494,AIB,"Fri, Nov 3, 2017, 05:10",Fishing from a small gene pool: Irish boards and interlocking directorships," Busy people: Meet 10 of the most powerful Irish listed company directors
"
495,AIB,"Thu, Nov 2, 2017, 18:33",Markets fall on US tax plan and UK rate hike," In Dublin, Smurfit Kappa continues positive trend despite posting fall in earnings
"
496,AIB,"Sun, Oct 29, 2017, 17:57",Seen & Heard: what the Sunday papers reported," Stamp duty changes; Swedish bid for Jury’s Inn; INM eyes Business Post
"
497,AIB,"Wed, Oct 25, 2017, 18:34",Tracker scandal drags banks and Iseq Index down," Dow Jones retreats after Republican senators publicly criticise Donald Trump
"
498,AIB,"Fri, Oct 20, 2017, 06:00",Tracker scandal: is your bank playing fair...or not?  ," Ireland’s 15 mortgage lenders have had to respond to the Central Bank. Some have been more upfront than others
"
499,AIB,"Thu, Oct 19, 2017, 18:10",Banks lead the Iseq into negative territory," European shares lower across the board as Spanish political upheaval continues
"
500,AIB,"Wed, Oct 18, 2017, 19:24",European stocks edge up to near four-month highs," Brewing tracker mortgage controversy anchors banks on Irish market
"
501,AIB,"Wed, Oct 18, 2017, 00:00",Peak office at last,"After years of sharp rises since the Dublin office market bottomed out in 2011, headline rents may be close to a level last seen in 2007"
502,AIB,"Mon, Oct 16, 2017, 18:13","Ryanair, FBD and banks weigh on Iseq as Ophelia hits Ireland"," Market report: Iseq index in Dublin stood out as a weak spot as investors speculated on cost of Ophelia
"
503,AIB,"Mon, Oct 16, 2017, 07:31","Higher turnover at Doyle hotels, the IDA’s plan for data centres, Brexit jobs and AIB fees"," Business Today: The best news, analysis and comment from ‘The Irish Times’ business desk
"
504,AIB,"Mon, Oct 16, 2017, 06:12",Davy earned more than €1.7m in fees from AIB’s IPO," Irish stockbroker Goodbody also received large fees from bank’s stock market listing
"
505,AIB,"Fri, Oct 13, 2017, 18:05",Bayer asset sale pushes European shares to almost four-month high," INM share price falls 4.63 per cent following resolution of boardroom row
"
506,AIB,"Fri, Oct 13, 2017, 09:50",Glenveagh Properties formally commences trading in Dublin," Newly-listed Irish housebuilder now has a market capitalisation of €696m
"
507,AIB,"Tue, Oct 10, 2017, 19:19",AIB’s net interest and other income continue to grow ‘strongly’," Bank’s level of impaired loans has declined since the end of June
"
508,AIB,"Tue, Oct 10, 2017, 05:35",Are AIB’s days as market darling numbered?," Goldman has upgraded its stance on Bank of Ireland’s stock to an outright ‘buy’
"
509,AIB,"Mon, Oct 9, 2017, 18:12",Spanish shares advance as Catalonia concerns ease; Kerry dips in Dublin," Ireland’s Iseq out of sorts, with market heavyweight Kerry Group falling by 2.1%
"
510,AIB,"Thu, Oct 5, 2017, 18:20",Spanish banks consider leaving Catalonia after unrest," Iseq Index down 0.5%, driven by CRH and Ryanair, while US stocks hit new record high
"
511,AIB,"Wed, Oct 4, 2017, 10:30",ECB warns banks who fail to meet new bad-debt guidance," Banks face higher capital demands and possible sanctions for failing to comply
"
512,AIB,"Tue, Oct 3, 2017, 20:38",Ryanair shares soar after collapse of UK rival Monarch," Irish Stock Exchange outperforms peers, while UK and US share indices rise
"
513,AIB,"Fri, Sep 29, 2017, 18:31",Weaker euro pushes stocks to year’s biggest monthly gain," VW shares sink further, while fuel retailer Applegreen’s shares fall 2.3 per cent to €6.05
"
514,AIB,"Tue, Sep 26, 2017, 21:54",European shares steady after oil gain," Iseq slips 0.2% while on Wall Street technology recovers from losses in prior session
"
515,AIB,"Fri, Sep 22, 2017, 19:56",Brexit-sensitive Irish shares falter as sterling dips on May speech," FTSE-100 manages to eke out a gain as exporters cheer sterling’s weakness
"
516,AIB,"Mon, Sep 18, 2017, 07:42",Green Reit close to agreeing key commercial lettings in Dublin," Irish property group well placed to benefit from Brexit relocations, chief executive says
"
517,AIB,"Fri, Sep 15, 2017, 17:43",Financials drag Irish and European indices lower," US shares edge up as investors shrug off North Korea’s latest missile test
"
518,AIB,"Wed, Sep 13, 2017, 15:40",Glenveagh Properties IPO target rises to more than €450m," Oaktree-backed Irish housebuilder expected to float in Dublin and London in October
"
519,AIB,"Wed, Sep 13, 2017, 13:53",Pirelli to overtake AIB with largest European IPO this year," The company is seeking an equity valuation of as much as €9 billion
"
520,AIB,"Tue, Sep 12, 2017, 21:33",Markets rally after fears about hurricane and North Korea subside," Applegreen closed at a 52-week high after announcing its first dividend payment
"
521,AIB,"Fri, Sep 8, 2017, 17:51",All quiet in Dublin and Europe as hurricanes batter US markets," US stocks hold firm in choppy trading; Equifax down 15% after major hacking
"
522,AIB,"Fri, Sep 8, 2017, 06:14",Richie Boucher: ‘I’m just a boy from Africa who managed to run a bank’," No fanfare as Bank of Ireland chief executive prepares to step down
"
523,AIB,"Mon, Sep 4, 2017, 20:50",Shares dip as tension over North Korea makes investors nervy," Pan-European Stoxx 600 index and euro zone blue chips both fall 0.5 per cent
"
524,AIB,"Mon, Sep 4, 2017, 05:45",Irish Stock Exchange eyes Brexit opportunities as profits surge 21%," Bourse’s short-term investments rose to €47.8 million last year from €42.2 million
"
525,AIB,"Thu, Aug 31, 2017, 17:59","North Korean jitters subside, world markets edge up"," Ireland’s benchmark index ticked up by 1.08%, Cairn Homes and ICG perform well
"
526,AIB,"Thu, Aug 31, 2017, 12:23",AIB promoted to key FTSE index as Paddy Power Betfair moves down," Cairn Homes to join FTSE Global Small Cap Index under rejig from September 18th
"
527,AIB,"Sun, Aug 27, 2017, 15:30",German bank claims Government is slowing its entry to mortgage market," Seen & Heard: Sunday paper claims half of housing land sold by Nama is “unviable” for development
"
528,AIB,"Fri, Aug 25, 2017, 21:23","CRH, Providence Resources, IN&M and Glanbia all close lower"," In European markets advancing mining shares fail to outweigh declining retailers
"
529,AIB,"Fri, Aug 25, 2017, 08:00","Inside Track Q&A: Louise Stokes, founder of Loulerie jewellery boutique in Dublin"," Stokes offers a bespoke jewellery design service as well as her own brand of jewellery
"
530,AIB,"Thu, Aug 24, 2017, 14:29",Dublin and London-listed Greencoat given outperform rating," Greencoat raised €270m last month when it listed in an initial public offering (IPO)
"
