Political_ID,Name_Political,Date_Political,Headline_Political,Description_Political
484,government+policy,"Mon, Jan 18, 2016, 17:23",Governing hand: Philip Lane takes charge of Central Bank in recovering economy," Total amount of Anglo Irish debt disposed of by Central Bank this year is €2bn   
            "
485,government+policy,"Fri, Jan 15, 2016, 08:30",Chinese ‘circuit-breakers’ prove too problematic for troubled market," Necessity for urgent action  clear   
            "
486,government+policy,"Mon, Jan 11, 2016, 01:00",Testing times ahead for nascent economic recovery," Agency will also have to deal with massive portfolio and banks bursting with liquidity   
            "
487,government+policy,"Mon, Jan 11, 2016, 01:00",Central Bank sells off another €500m of Anglo’s legacy debts," Devolved government has brought peace but it has not yet brought economic stability   
            "
488,government+policy,"Fri, Jan 8, 2016, 06:00",Developers waiting to make a killing threaten recovery," Irish Central Bank among heaviest buyers in crisis years    
            "
489,government+policy,"Fri, Jan 8, 2016, 06:00",First rate rise in 9 years to test Fed’s new tools,"   NTMA chief Conor O’Kelly knows he took over at a good time, but is  aware of how quickly things change 
            "
490,government+policy,"Thu, Jan 7, 2016, 14:57",John FitzGerald: Crucial for North that UK stays in EU," UK borrowing costs at record low since 2009   
            "
491,government+policy,"Wed, Dec 30, 2015, 01:00",Euro zone central banks printed billions of euros before QE," Credit rating agency says departure from targets could lead to ‘negative’ action   
            "
492,government+policy,"Tue, Dec 22, 2015, 01:00",Smart money is on  caution as economy grows," Tackling climate change requires incentivising new technology to produce ‘clean’ energy   
            "
493,government+policy,"Fri, Dec 18, 2015, 01:00",Bank of England leaves rates unchanged amid slower wage growth ," Resilience could help give the Federal Reserve confidence to raise interest rates    
            "
494,government+policy,"Wed, Dec 16, 2015, 13:29",S&P issues warning on budget plans of next government," New data also shows economic growth led by private, government consumption   
            "
495,government+policy,"Tue, Dec 15, 2015, 07:30",Pricing a key tool to encourage  carbon-neutral energy," We learned in 2008 how  a revenue stream – property  tax –  could vanish overnight   
            "
496,government+policy,"Fri, Dec 11, 2015, 13:34",US economic  growth revised upwards to 2.1% for third quarter ," Report by Conference Board and Nielsen is downright dark in its assessment   
            "
497,government+policy,"Fri, Dec 11, 2015, 08:30",German business morale shrugs off VW scandal," Data shows  world’s third-largest economy shrank an annual 0.8% in July-September   
            "
498,government+policy,"Thu, Dec 10, 2015, 15:14",Beware of depending on tax bonus  from multinationals ’ exceptional profitability," Facilitating the over-65s to stay at work increases productivity and saves on pensions    
            "
499,government+policy,"Sat, Dec 5, 2015, 01:00",China’s economic outlook uncertain  but consumption should rise," Irish economy to expand by 5.6% in 2015 and  4.1% in 2016   
            "
500,government+policy,"Tue, Dec 1, 2015, 07:20",Japan falls back into recession in third quarter," More than half of income gains have gone to top 10% of earners   
            "
501,government+policy,"Tue, Nov 24, 2015, 14:48",John FitzGerald: Why longer working  lives benefit society," Backdrop perceived in markets to be more benign than even a few months ago   
            "
502,government+policy,"Tue, Nov 24, 2015, 09:09",OECD upgrades Irish GDP forecasts for 2015/2016," Ruling Communist Party  hopes young people will like its ‘hip’ approach to economics   
            "
503,government+policy,"Tue, Nov 24, 2015, 06:30",Tasc report warns on social cost of five years of spending cuts," The European Central Bank is pricing in the possibility that rates could be cut into negative territory    
            "
504,government+policy,"Tue, Nov 24, 2015, 04:00",Looming election will trigger market focus on Irish economic policy ," Market turmoil downplayed amid confidence that US labour market in recovery   
            "
505,government+policy,"Mon, Nov 16, 2015, 08:51",David Bowie meets Monty Python in latest Chinese propaganda," Riksbank to purchase 200 billion kronor in bonds by end of June 2016     
            "
506,government+policy,"Tue, Nov 10, 2015, 06:30",Ground impact: weighing up  the interest rate environment," Lower rates part of global moves showing worries about outlook for world economy   
            "
507,government+policy,"Mon, Nov 9, 2015, 11:10",US Fed puts December rate hike firmly on the agenda," Cutting VAT would benefit land-owners – the losers would be the people of Ireland    
            "
508,government+policy,"Mon, Nov 9, 2015, 06:10",Swedish central bank extends quantitative easing programme," The cost of massive reconstruction is impossible to estimate, but Syria’s traditionally diverse economy will help when the time comes   
            "
509,government+policy,"Fri, Nov 6, 2015, 05:00",Long-term interest rates fall again on world  economy concerns ," Prospect of further QE weakens as ECB says credit standards on business loans eased for a sixth straight quarter   
            "
510,government+policy,"Tue, Nov 3, 2015, 04:00",Tax breaks are no solution for  Ireland’s growing housing crisis ," Worlds’ second largest economy flags as policymakers manage cooling of debt-fuelled property market   
            "
511,government+policy,"Fri, Oct 30, 2015, 07:48",Resilient business community the key to Syria’s – eventual – rebirth," Relief to hear US presidential candidates talk about learning from other countries   
            "
512,government+policy,"Wed, Oct 28, 2015, 19:29",European stocks fall for first time in 4 days," USC cuts and cigarette increase among measures announced by Minister for Finance   
            "
513,government+policy,"Wed, Oct 28, 2015, 09:41",Slowing China poses dangers for emerging economies,000 house building and ancillary jobs based on peak funding. This initiative will not compromise NAMA’s debt repayment commitments.
514,government+policy,"Wed, Oct 28, 2015, 01:00",Paul Krugman: A lot to learn from Denmark’s successes and failures, world class infrastructure
515,government+policy,"Tue, Oct 27, 2015, 07:10",Michael Noonan: Full Budget 2016 speech,"  Sluggish data will maintain anticipation of growth-boosting government measures    
            "
516,government+policy,"Wed, Oct 21, 2015, 10:45", and will support 30," OECD director says double-Irish is over but that does not mean Ireland will lose business   
            "
517,government+policy,"Tue, Oct 20, 2015, 12:17", incomes and pensions," Rapidly expanding economy has no need for further stimulus, think tank tells Coalition   
            "
518,government+policy,"Tue, Oct 20, 2015, 04:00", boost confidence across the country and give families the prospect of a stable future with living standards increasing steadily year by year.," The Nobel Prize-winning economist and French inequality expert are well known opponents of austerity and will advise Jeremy Corbyn   
            "
519,government+policy,"Tue, Oct 20, 2015, 03:00",Slump in Chinese imports underlines economic concerns," State policy on attracting financial sector entities needs to be more discriminating   
            "
520,government+policy,"Tue, Oct 13, 2015, 15:32",Ireland could collect more corporation tax under new plan,"   Minister for Finance’s economic vision is for even growth, balanced budgets and rules-based policies 
            "
531,As we look forward and plan for 2016 and the years ahead,"Tue, Oct 13, 2015, 09:27",China tightens capital controls as it struggles with devaluation," US stocks join renewed global sell-off over China woes   
            "
532,Certainty about the future. No booms,"Mon, Oct 5, 2015, 13:10",Citigroup  sounds alarm bells over world economy," Investors remain jittery, with good reason   
            "
533,Every measure in this Budget is designed to grow the economy,"Wed, Sep 30, 2015, 00:01",ECB president Mario Draghi opens door to expanding bond buy-back scheme," End of commodities boom and Sydney’s housing bubble make experts think a recession is around corner   
            "
534,When implemented,"Mon, Sep 28, 2015, 08:16",China must  manage  a slowdown  without  crashing," Rate-setting policymakers said they only need ‘some’ more improvement in the jobs market   
            "
